,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
0,http://www.nytimes.com/2000/06/18/books/science-fiction.html,2000-06-18,GERALD JONAS,Evolution's Darling,Scott Westerfeld,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781568581491']
1,http://www.nytimes.com/2009/11/08/books/review/Grossman-t.html,2009-11-08,AUSTIN GROSSMAN,Leviathan,Scott Westerfeld,A tightly paced young adult novel set in a steampunk version of the First World War.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416971740']
2,http://www.nytimes.com/2014/11/09/books/review/afterworlds-by-scott-westerfeld.html,2014-11-09,STEPHANIE ZACHAREK,Afterworlds,Scott Westerfeld,This young adult novel’s 18-year-old protagonist is the author of her own young adult novel about life after death.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781481422345']
3,http://www.nytimes.com/2007/11/11/books/review/Hynes-t.html,2007-11-11,JAMES HYNES,Extras,Scott Westerfeld ,"In a future dystopia, a teenager rebels against the bland conformity imposed by a high-tech version of bread and circuses.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781442479395']
4,http://www.nytimes.com/2003/04/27/books/science-fiction.html,2003-04-27,GERALD JONAS,The Risen Empire (Succession),Scott Westerfeld,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765305558']
0,http://www.nytimes.com/2002/11/17/books/children-s-books-field-of-really-strange-dreams.html,2002-11-17,ROBERT LIPSYTE,Summerland,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781565117211']
1,http://www.nytimes.com/2012/09/04/books/telegraph-avenue-by-michael-chabon.html,2012-09-04,MICHIKO KAKUTANI,Telegraph Avenue,Michael Chabon,“Telegraph Avenue” by Michael Chabon pictures a David-and-Goliath battle between a vinyl record shop and a proposed mall in California.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780061493348', '9780061493355', '9780062124609', '9780062201454', '9780062205780', '9780062225498', '9780062270917']"
2,http://www.nytimes.com/2003/03/23/books/books-in-brief-fiction-775045.html,2003-03-23,MATTHEW FLAMM,McSweeney's Mammoth Treasury of Thrilling Tales,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307426826']
3,http://www.nytimes.com/1999/02/09/books/books-of-the-times-marriage-and-other-things-that-can-go-wrong.html,1999-02-09,MICHIKO KAKUTANI,Werewolves in Their Youth : Stories,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679415879']
4,http://www.nytimes.com/2009/10/18/books/review/Kamp-t.html,2009-10-18,DAVID KAMP,Manhood for Amateurs,Michael Chabon,"In this essay collection, Michael Chabon reflects on the various states of maleness.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061490194']
5,http://www.nytimes.com/2009/10/19/books/19chabon.html,2009-10-19,MICHIKO KAKUTANI,Manhood for Amateurs,Michael Chabon,Michael Chabon demonstrates once again his ability to write about the big subjects of love and memory and regret.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061490194']
6,http://www.nytimes.com/2008/06/29/books/review/Kamine-t.html,2008-06-29,MARK KAMINE,Maps and Legends,Michael Chabon,Michael Chabon’s first collection of nonfiction argues for the crossing of literary lines.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061650925']
7,http://www.nytimes.com/2007/10/28/books/review/Cokal-t.html,2007-10-28,SUSANN COKAL,Gentlemen of the Road,Michael Chabon ,This gleeful tale of derring-do follows a pair of 10th-century soldiers of fortune bound together by the accident of birth that made them both Jewish.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345502070']
8,http://www.nytimes.com/2007/05/01/books/01kaku.html,2007-05-01,MICHIKO KAKUTANI,The Yiddish Policemen’s Union,Michael Chabon,Mr. Chabon’s latest novel gives the reader a gripping murder mystery and one of the most appealing detective heroes to come along since Sam Spade or Philip Marlowe.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780007149834']
9,http://www.nytimes.com/2012/09/09/books/review/telegraph-avenue-by-michael-chabon.html,2012-09-09,JENNIFER EGAN,Telegraph Avenue,Michael Chabon,Michael Chabon’s new novel is set in and around a used record store in Northern California.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061493355']
10,http://www.nytimes.com/1991/04/02/books/books-of-the-times-stories-of-confusion-and-conflict.html,1991-04-02,MICHIKO KAKUTANI,A Model World and Other Stories,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780688095536']
11,http://www.nytimes.com/1995/03/17/books/books-of-the-times-a-novel-about-a-novelist-and-his-messy-life.html,1995-03-17,MICHIKO KAKUTANI,Wonder Boys,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679415886']
12,http://www.nytimes.com/1999/01/31/books/endangered-species.html,1999-01-31,MICHAEL GORRA,Werewolves in Their Youth: Stories,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679415879']
13,http://www.nytimes.com/2000/09/21/books/books-of-the-times-a-life-and-death-story-set-in-comic-book-land.html,2000-09-21,JANET MASLIN,The Amazing Adventures of Kavalier & Clay: A Novel,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679450047']
14,http://www.nytimes.com/2000/09/24/books/the-golem-knows.html,2000-09-24,KEN KALFUS,The Amazing Adventures of Kavalier & Clay: A Novel,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679450047']
15,http://www.nytimes.com/2002/09/16/books/books-of-the-times-in-tolkien-territory-but-with-baseball-and-a-saab.html,2002-09-16,JANET MASLIN,Summerland,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780786808779', '9780786816156']"
16,http://www.nytimes.com/2004/11/14/books/review/14FRIEDEL.html,2004-11-14,DEBORAH FRIEDELL,The Final Solution,Michael Chabon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
17,http://www.nytimes.com/2007/05/13/books/review/Rafferty-t.html,2007-05-13,TERRENCE RAFFERTY,The Yiddish Policemen's Union,Michael Chabon,"Michael Chabon’s new novel is a screwball, hard-boiled whodunit set in a Jewish settlement in Alaska.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780007149827']
18,http://www.nytimes.com/2016/11/20/books/review/michael-chabon-moonglow.html,2016-11-18,A.O. SCOTT,Moonglow,Michael Chabon,"“Moonglow,” Michael Chabon’s new novel, blends elements of fiction and memoir.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062225559']
19,https://www.nytimes.com/2018/05/30/books/review/pops-michael-chabon.html,2018-05-30,JUDD APATOW,Pops: Fatherhood in Pieces,Michael Chabon,"Judd Apatow reviews “Pops,” Chabon’s collection of essays about fatherhood and its discontents.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062834621']
0,http://www.nytimes.com/2004/06/20/books/science-fiction.html,2004-06-20,GERALD JONAS,Forty Signs of Rain,Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553585803']
1,http://www.nytimes.com/1990/12/09/books/science-fiction.html,1990-12-09,GERALD JONAS,Pacific Edge,Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780812500561']
2,http://www.nytimes.com/1993/01/31/books/scince-fiction.html,1993-01-31,GERALD JONAS,Red Mars (Mars Trilogy),Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553560732']
3,http://www.nytimes.com/1993/01/31/books/science-fiction.html,1993-01-31,GERALD JONAS,Red Mars (Mars Trilogy),Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553560732']
4,http://www.nytimes.com/1994/05/08/books/science-fiction.html,1994-05-08,GERALD JONAS,Green Mars,Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780553096408', '9780553373356']"
5,http://www.nytimes.com/1996/06/30/books/science-fiction.html,1996-06-30,GERALD JONAS,"Blue Mars (Mars Trilogy, Book 3)",Kim Stanley Robinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553101447']
0,http://www.nytimes.com/2004/08/05/books/books-of-the-times-hamlet-meets-minotaur-and-spaceship.html,2004-08-05,JANET MASLIN,Something Rotten,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781440690242']
1,http://www.nytimes.com/2012/11/11/books/review/the-last-dragonslayer-and-iron-hearted-violet.html,2012-11-11,LISA VON DRASEK,THE LAST DRAGONSLAYER,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780544104716']
2,http://www.nytimes.com/2002/02/12/books/books-of-the-times-flee-dearest-jane-flee-it-s-a-fiend-from-the-future.html,2002-02-12,MICHIKO KAKUTANI,The Eyre Affair,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670030644']
3,http://www.nytimes.com/2002/02/17/books/books-in-brief-fiction-a-specter-stalks-the-victorian-novel.html,2002-02-17,KERA BOLONIK,The Eyre Affair,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670030644']
4,http://www.nytimes.com/2004/09/19/books/review/19CRIMEL.html,2004-09-19,MARILYN STASIO,Something Rotten,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670033591']
5,http://www.nytimes.com/2005/07/22/books/22book.html,2005-07-22,JANET MASLIN,The Big Over Easy: A Nursery Crime,Jasper Fforde,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670034239']
6,https://www.nytimes.com/2019/02/28/books/review/early-riser-jasper-fforde.html,2019-02-28,CHARLES YU,Early Riser,Jasper Fforde,"In “Early Riser,” Fforde explores the strange things that happen when humans begin hibernating during ice age-like winters.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670025039']
0,http://query.nytimes.com/gst/fullpage.html?res=9402E6D9133FF934A35756C0A9609C8B63,2006-05-07,THE EDITORS,"Goodbye, Columbus",Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553263657']
1,http://www.nytimes.com/2001/05/27/books/alter-alter-ego.html,2001-05-27,A. O. SCOTT,Dying Animal,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780224061933']
2,http://www.nytimes.com/2009/10/23/books/23book.html,2009-10-23,MICHIKO KAKUTANI,Humbling,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781441827418']
3,http://www.nytimes.com/1995/09/10/books/roth-unbound.html,1995-09-10,WILLIAM H. PRITCHARD,Sabbath's Theater,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781407018638']
4,http://www.nytimes.com/1993/03/04/books/books-of-the-times-of-a-roth-within-a-roth-within-a-roth.html,1993-03-04,MICHIKO KAKUTANI,Operation Shylock : A Confession,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679750291']
5,http://www.nytimes.com/1988/09/15/books/books-of-the-times-triple-play-of-sorts-roth-to-zuckerman-to-roth.html,1988-09-15,CHRISTOPHER LEHMANN-HAUPT,Facts : A Novelist's Autobiography,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781446401163']
6,http://www.nytimes.com/1998/10/11/books/are-you-now-or-have-you-ever-been.html,1998-10-11,ROBERT KELLY,I Married a Communist,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780547345369']
7,http://www.nytimes.com/2001/10/28/books/books-in-brief-nonfiction-738166.html,2001-10-28,BENJAMIN ANASTAS,Shop Talk : A Writer and His Colleagues and Their Work,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780375714139']
8,http://www.nytimes.com/2010/10/05/books/05book.html,2010-10-05,MICHIKO KAKUTANI,Nemesis,Philip Roth,"In Philip Roth’s new novel, the protagonist wonders if he is the cause of an epidemic.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307475008']
9,http://www.nytimes.com/2010/10/10/books/review/Cohen-t.html,2010-10-10,LEAH HAGER COHEN,Nemesis,Philip Roth,"Set mostly in Newark in 1944 and suffused with tenderness, Philip Roth’s novel tells the story of a military reject, a young phys ed teacher, who turns a polio outbreak into his own patriotic battleground.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307475008']
10,http://www.nytimes.com/2007/10/02/books/02kaku.html,2007-10-02,MICHIKO KAKUTANI,Exit Ghost,Philip Roth,"Philip Roth has created a melancholy, if occasionally funny, meditation on aging, mortality, loneliness and the losses that come with the passage of time.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781598531985']
11,http://www.nytimes.com/2006/05/07/books/review/07gord.html,2006-05-07,Review by NADINE GORDIMER,Everyman,Philip Roth,"For Philip Roth, the violent upsurge of sexual desire in the face of old age is the opposition of man to his own creation, death.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307277718']
12,http://www.nytimes.com/2008/09/21/books/review/Gates-t.html,2008-09-21,DAVID GATES,Indignation,Philip Roth,"Marcus Messner is a sophomore at a small, conservative Ohio college during the Korean War. The novel he narrates, like Philip Roth’s last two, is ruthlessly economical and relentlessly deathbound.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307388919']
13,http://www.nytimes.com/1983/10/19/books/books-of-the-times-238637.html,1983-10-19,,The Anatomy Lesson,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374104917']
14,http://www.nytimes.com/1983/10/30/books/roth-s-writer-and-his-stumbling-block.html,1983-10-30,,The Anatomy Lesson,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374104917']
15,http://www.nytimes.com/1985/05/19/books/his-long-ordeal-by-laughter.html,1985-05-19,HAROLD BLOOM,Zuckerman Bound,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
16,http://www.nytimes.com/1986/12/29/books/books-of-the-times-775986.html,1986-12-29,,The Counterlife,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374130268']
17,http://www.nytimes.com/1987/01/04/books/deciding-to-do-the-impossible.html,1987-01-04,WILLIAM H. GASS,The Counterlife,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374130268']
18,http://www.nytimes.com/1987/12/06/books/editors-choices-the-best-books-of-1987.html,1987-12-06,,The Counterlife,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374130268']
19,http://www.nytimes.com/1990/03/05/books/books-of-the-times-so-is-the-hero-really-philip-roth-or-not.html,1990-03-05,,Deception,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671703745']
20,http://www.nytimes.com/1990/03/11/books/talk-before-sex-and-talk-after-sex.html,1990-03-11,FAY WELDON,Deception,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671703745']
21,http://www.nytimes.com/1991/01/01/books/books-of-the-times-art-as-a-bulwark-against-death.html,1991-01-01,MICHIKO KAKUTANI,Patrimony : A True Story,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671703752']
22,http://www.nytimes.com/1991/01/06/books/letting-go.html,1991-01-06,ROBERT PINSKY,Patrimony : A True Story,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671703752']
23,http://www.nytimes.com/1995/08/22/books/books-of-the-times-mickey-sabbath-you-re-no-portnoy.html,1995-08-22,MICHIKO KAKUTANI,Sabbath's Theater,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395739822']
24,http://www.nytimes.com/1997/04/15/books/a-postwar-paradise-shattered-from-within.html,1997-04-15,MICHIKO KAKUTANI,American Pastoral,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395860212']
25,http://www.nytimes.com/1997/04/20/books/the-trouble-with-swede-levov.html,1997-04-20,MICHAEL WOOD,American Pastoral,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395860212']
26,http://www.nytimes.com/1998/10/06/books/books-of-the-times-manly-giant-vs-zealots-and-scheming-women.html,1998-10-06,MICHIKO KAKUTANI,I Married a Communist,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395933466']
27,http://www.nytimes.com/2000/05/02/books/books-of-the-times-confronting-the-failures-of-a-professor-who-passes.html,2000-05-02,MICHIKO KAKUTANI,The Human Stain,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780375726347', '9780618059454']"
28,http://www.nytimes.com/2000/05/07/books/the-wrath-of-athena.html,2000-05-07,LORRIE MOORE,The Human Stain,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780375726347', '9780618059454']"
29,http://www.nytimes.com/2001/05/08/books/books-of-the-times-a-man-adrift-living-on-sexual-memories.html,2001-05-08,MICHIKO KAKUTANI,The Dying Animal,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780618135875']
30,http://www.nytimes.com/2001/09/26/books/books-of-the-times-thinking-man-s-talk-with-thinkers.html,2001-09-26,RICHARD BERNSTEIN,Shop Talk: A Writer and His Colleagues and Their Work,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780618153145']
31,http://www.nytimes.com/2004/09/21/books/21kaku.html,2004-09-21,MICHIKO KAKUTANI,The Plot Against America: A Novel,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780618509287']
32,http://www.nytimes.com/2004/10/03/books/review/03BERMAN.html,2004-10-03,PAUL BERMAN,The Plot Against America: A Novel,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780618509287']
33,http://www.nytimes.com/2006/04/26/books/26kaku.html,2006-04-26,MICHIKO KAKUTANI,Everyman,Philip Roth,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780618735167']
0,http://www.nytimes.com/2011/10/30/books/review/zone-one-by-colson-whitehead-book-review.html,2011-10-30,GLEN DUNCAN,Zone One,Colson Whitehead,"In Colson Whitehead’s novel, humans spared the effects of a plague battle zombies in Lower Manhattan.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307455178', '9780385528078', '9780385535014', '9781410446213']"
1,http://www.nytimes.com/2009/05/03/books/review/Toure-t.html,2009-05-03,TOURÉ,Sag Harbor,Colson Whitehead,The well-off 15-year-old black hero of Colson Whitehead’s memoiristic fourth novel lives in a world where life doesn’t assault him but rather affords him the time to figure out who he wants to be.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307455161']
2,http://www.nytimes.com/2009/04/27/books/27masl.html,2009-04-27,JANET MASLIN,Sag Harbor,Colson Whitehead,Colson Whitehead’s sea-breeze buoyant novel captures the fireflies of teenage summertime in a jar without pretending to have some larger purpose.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307455161']
3,http://www.nytimes.com/2014/06/01/books/review/the-noble-hustle-and-fading-hearts-on-the-river.html,2014-06-01,DAVID KIRBY,"THE NOBLE HUSTLE: Poker, Beef Jerky and Death",Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385537056']
4,http://www.nytimes.com/1999/02/07/books/the-ascent-of-man.html,1999-02-07,GARY KRIST,The Intuitionist,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385492997']
5,http://www.nytimes.com/2001/05/13/books/interview-tunnel-vision.html,2001-05-13,DANIEL ZALEWSKI,John Henry Days,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385498197']
6,http://www.nytimes.com/2001/05/13/books/freeloading-man.html,2001-05-13,JONATHAN FRANZEN,John Henry Days,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385498197']
7,http://www.nytimes.com/2001/12/02/books/editors-choice.html,2001-12-02,,John Henry Days,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385498197']
8,http://www.nytimes.com/2003/10/19/books/eight-million-reasons.html,2003-10-19,LUC SANTE,The Colossus of New York: A City in 13 Parts,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385507943']
9,http://www.nytimes.com/2006/04/02/books/review/02gates.html,2006-04-02,DAVID GATES,Apex Hides the Hurt: A Novel,Colson Whitehead,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385507950']
10,http://www.nytimes.com/2016/08/14/books/review/colson-whitehead-underground-railroad.html,2016-08-14,JUAN GABRIEL VÁSQUEZ,The Underground Railroad,Colson Whitehead,"In “The Underground Railroad,” his new novel about American slavery, Colson Whitehead courageously opens his eyes where the rest of us would rather look away.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385542364']
11,https://www.nytimes.com/2019/07/11/books/review-nickel-boys-colson-whitehead.html,2019-07-11,Parul Sehgal,The Nickel Boys,Colson Whitehead,"Whitehead’s new novel, about the friendship between two boys, was inspired by the harrowing real-life story of a notorious reform school in Florida.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385537070']
12,https://www.nytimes.com/2019/07/14/books/review/nickel-boys-colson-whitehead.html,2019-07-14,FRANK RICH,The Nickel Boys,Colson Whitehead,The reform school at the center of Whitehead’s new novel (his first since “The Underground Railroad”) is more like a prison where the inmates are brutalized and even killed.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385537070']
0,http://www.nytimes.com/2014/09/21/books/review/harlem-hellfighters-by-j-patrick-lewis-and-gary-kelley.html,2014-09-21,CHAD WILLIAMS,Harlem Hellfighters,Max Brooks,A picture book about an African-American regiment in World War I that confronted racists as well as the German Army.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781568462462']
0,http://www.nytimes.com/2003/07/20/books/other-people-s-offspring.html,2003-07-20,VALERIE SAYERS,Crossley Baby,Jacqueline Carey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345459916']
1,http://www.nytimes.com/1996/09/08/books/runaway-mom.html,1996-09-08,KAREN KARBO,The Other Family,Jacqueline Carey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
0,http://www.nytimes.com/2003/09/28/books/death-comes-astride-binky.html,2003-09-28,KERRY FRIED,Monstrous Regiment,Terry Pratchett,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060578152']
1,http://www.nytimes.com/2002/12/15/books/books-in-brief-fiction-poetry-259047.html,2002-12-15,THERESE LITTLETON,Night Watch,Terry Pratchett,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781843951780']
2,http://www.nytimes.com/2008/12/07/books/review/Hynes-t.html,2008-12-07,JAMES HYNES,Nation,Terry Pratchett,"In Terry Pratchett’s immensely entertaining new young adult novel, set in a parallel 19th century, the English crown has just been inherited by a very unlikely heir.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780061433016', '9780061433023']"
0,http://www.nytimes.com/2012/04/08/books/review/the-mirage-a-novel-by-matt-ruff.html,2012-04-08,JOSHUA HAMMER,Mirage,Matt Ruff,"In Matt Ruff’s novel, terrorists attack not on 9/11, but 11/9.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061976230']
1,http://www.nytimes.com/2003/03/23/books/cheaper-by-the-dozen.html,2003-03-23,KERRY FRIED,Set This House in Order : A Romance of Souls,Matt Ruff,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060195625']
2,http://www.nytimes.com/2007/08/26/books/review/26ames.html,2007-08-26,JONATHAN AMES,Bad Monkeys,Matt Ruff,"Matt Ruff’s thriller draws on Salinger, Pynchon and Philip K. Dick.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061240423']
0,http://www.nytimes.com/1997/07/06/books/the-best-of-all-parallel-worlds.html,1997-07-06,KATHARINE WEBER,Human Croquet,Kate Atkinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312190767']
1,http://www.nytimes.com/2011/04/17/books/review/book-review-started-early-took-my-dog-by-kate-atkinson.html,2011-04-17,ALISON MCCULLOCH,"Started Early, Took My Dog",Kate Atkinson,"In the fourth novel of an unorthodox mystery series, the ex-P.I. Jackson Brodie searches for a missing woman.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780316066730', '9780316066747', '9780316120531', '9780316122863', '9781409095422', '9781607886785']"
2,http://www.nytimes.com/2013/03/26/books/life-after-life-a-novel-by-kate-atkinson.html,2013-03-26,JANET MASLIN,Life After Life,Kate Atkinson,"“Life After Life,” the latest novel by Kate Atkinson, depicts a woman who appears in contradictory versions of similar events.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316176491']
3,http://www.nytimes.com/2011/03/17/books/started-early-took-my-dog-by-kate-atkinson-revew.html,2011-03-17,JANET MASLIN,"Started Early, Took My Dog",Kate Atkinson,"In her latest Jackson Brodie novel, Kate Atkinson unleashes the quasi-retired detective into a world of cryptic characters.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316066747']
